filename,text,duration
BV161421r7RR_0013,"这是原音频,那参考的音色是这样的",2.873
BV161421r7RR_0017,如果参考的音频音色是这样的,2.594
BV161421r7RR_0019,读出来的效果就是,1.762
BV161421r7RR_0021,CTTS还支持修改音频的内容调整语速支持生成包含多角色对话的有声术支持多语种整合,7.969
BV161421r7RR_0022,包括生成口型一致的另一种语言的视频比如这个,4.683
BV161421r7RR_0023,前视频是英语,1.093
BV161421r7RR_0030,和商业用途尤其用于生成合成数据来训练较小的语言模型,8.0
BV161421r7RR_0031,股价再创新高 市值达到3.34万亿美元超越微软成为世界第一,5.478
BV161421r7RR_0032,汉兹威尼尔州立大学研究者面向大模型协作创作也就是由多个大模型共同创作故事推出数据集Collab Story,7.982
BV161421r7RR_0033,使用开源的指令微调大模型生存了超过三万两千个最多有五个大模型共同创作的故事论文指出Collapse Starry,7.993
BV161421r7RR_0035,应对版权侵权等问题,2.105
BV161421r7RR_0037,用户对话和环境互动来处理不清晰的用户指令并借助外部工具收集有效信息生存符合需求,8.0
BV161421r7RR_0039,评估证实了CEP在需求澄清工具学习和规划方面的有效性,7.999
BV161421r7RR_0041,结合起来由弹模型获取旅游信息和用户信息翻译成能够为给规划器的数据结构然后由自动规划器,8.0
BV161421r7RR_0042,生成满足需求的高质量旅行规划实验显示相较大语音模型TripPal能够为各类旅游场景生成更好的,8.0
BV161421r7RR_0043,那这个图的对角线以下表示TripPow生成的计划质量更高,5.948
BV161421r7RR_0044,南洋理工大学、深圳哈尔滨工业大学和阿里巴巴达摩院的研究者面向城市规划和管理推出微条大模型Urban,7.957
BV161421r7RR_0045,使在处理城市场景中的各类问题能够将相关问询解构成比较容易处理的子任务并为每个人,8.0
BV161421r7RR_0046,设置任务找到适合的AI模型生成全面的问询回复实验发现在城市活动规划管理方面,8.0
BV161421r7RR_0047,处理相关问题的表现明显超过Lama和GPT系列等模型,4.356
BV161421r7RR_0048,韩国科学技术院的研究者面向大模型决策推出检索增强生存方法PlanRAG迭代的计划检索增强生存方法,7.996
BV161421r7RR_0049,第一步是planning基于PlanRAG的语言模型会分析数据模式和问题来制定一个初步计划指导后续的数据模式,8.0
BV161421r7RR_0052,再规划他会根据检索结果评估是否需要重新制定计划来进行更加深入的分析或者纠正之前的方向如果需要,8.0
BV161421r7RR_0053,PlanRAG就会重复前面的规划和检索步骤直到最后完成抉择Answering,5.914
BV161421r7RR_0054,实验表明PlainREG能够有效处理决策问答任务,4.126
BV161421r7RR_0055,韩国科学技术院KAIST AI和现代汽车公司围绕逆向学习提出SNAP框架直接让大模型有选择的遗忘信息,7.999
BV161421r7RR_0059,确保在指令调整过程中模型的一般能力不会受到负面影响评估发现 Snap 能够进行,8.0
BV161421r7RR_0060,在保留大模型原本能力的同时成功遗忘特定的信息,3.772
BV161421r7RR_0061,大语言模型可以记忆训练数据并进行重复导致隐私和版权风险为了弱化这种记忆现象马里兰大学的研究,7.99
BV161421r7RR_0062,作者推出名为goldfish loss金鱼损失的修改方法在训练过程中随机选择一小部分token不参与损失计算,8.0
BV161421r7RR_0064,在几乎不影响下游基准测试性能的情况下显著减少可提取的记忆有望帮助数据所有者与模型训练者和,8.0
BV161421r7RR_0066,生态模型置于交互式游戏环境中通过他们理解和管理意图的能力来衡量他们的社交智能研究聚焦,8.0
BV161421r7RR_0067,社交智能的四个维度包括情境感知自我调节自我感知心智理论这些维度分别对应意图选择,8.0
BV161421r7RR_0068,依图总结和意图猜测研究发现大模型正确选择意图的准确率高达88%但是猜测他人,8.0
BV161421r7RR_0069,能力明显更弱比人类的表现落后20%,4.077
BV161421r7RR_0070,斯坦福大学研究者面向人型机器人模仿学习推出权占系统HumanPlus可以基于人类数据学习复杂的,7.993
BV161421r7RR_0072,"配合RGB相机以及模仿学习算法,实现从模拟到现实的迁移 ,机器人直接在真实世界中",8.0
BV161421r7RR_0073,学习穿鞋站立行走等全身控制和运动技能,4.221
BV161421r7RR_0074,复旦大学的研究者面向具备自主演化能力的通用型智能体推出AgentGene框架包括一个集成多种智能体环境,7.999
BV161421r7RR_0076,同时推出新算法agent evo探索大模型通用智能体的演化能力实验发现演化智能体的表现与领先模型,7.888
BV161421r7RR_0077,的结果相当,1.061
BV161421r7RR_0078,由前谷歌研究员创建的初创公司Sakana AI正在推进1.25亿美元新一轮融资估值将达到10亿美元,7.912
BV161421r7RR_0079,公司成立于2023年7月致力于打造更小更灵活的AI模型,4.627
BV161421r7RR_0080,大模型赋能的搜索引擎开发者Jane Spark完成6000万美元融资估值2.6亿美元,7.464
BV161421r7RR_0081,搜索引擎Genspark内置聊天机器人辅助用户搜索理解特定的主题和内容实在提供全面可信的搜索服务,7.798
BV161421r7RR_0082,企业级AI应用评估和可观测平台MaximAI完成300万美元融资公司在2023年成立致力于打造标准,8.0
BV161421r7RR_0083,可扩展覆盖AI应用开发全生命周期的评估平台,4.047
BV161421r7RR_0084,支援研究院Flagable更新大語言模型測評能力榜單在有標準答案的客觀評測中GPT-4在幣源對話類大模型,7.995
BV1G89MBVEJL_0001,提供20亿参数40亿参数的尽量边缘端模型以及261参数MOE以及311参数稠密模型四个版本,7.955
BV1G89MBVEJL_0002,支持多模态并采用Apache 2.0生意友好开源协议开发者可以在本地工作站消费及GPU以及手机上,8.0
BV1G89MBVEJL_0004,包括查看屏幕 出入键盘 打开IDE和浏览器运行脚本和开发工具等等Astropic因配置疏漏在更新Cloud,7.999
BV1G89MBVEJL_0005,在NPM包时意外包含完整的TypeScript原码MAP文件导致约1900个文件超51万行代码泄漏代码揭示了,7.998
BV1G89MBVEJL_0006,大量彼时尚未公开的实验性性能例如终端电子宠物Buddy永不下线的主动助手Kairos记忆整合引擎,7.961
BV1G89MBVEJL_0008,用户输入slashbuddy即可孵化专属虚拟伙伴包括18个物种有不同的型号,7.977
BV1G89MBVEJL_0009,外观和多维属性在用户写代码报错或者长时间无操作时通过对话气泡做出不同反应比如在,8.0
BV1G89MBVEJL_0011,更智能的顶配模型在代码能力推理能力和网络安全工坊等方面都有显著跃升SYPEC指出Methos 5.0,7.922
BV1G89MBVEJL_0013,学习循环的自主智能体可以通过多层记忆系统和持久状态将绘画历史项目上下文和外部工具交互组织成,8.0
BV1G89MBVEJL_0014,让智能体在多轮任务和快绘画项目中维持连续性和长期人格最新升级支持运行多个相互运作,8.0
BV1G89MBVEJL_0015,独立的实力包括配置记忆绘画技能和网关服务的独立,4.561
BV1G89MBVEJL_0017,该系统在每轮迭代中保留完整的执行轨迹而非压缩JL在使用明显更少上下文tokens的同步,8.0
BV1G89MBVEJL_0018,显著超过人类手工设计的上线网管理和减速增强数据推理策略,5.115
BV1G89MBVEJL_0020,通过在线强化学习技能注入和策略中流实现在野学习和自我进化让智能体能在长期使用中,8.0
BV1G89MBVEJL_0022,评测中以综合得分60家动力全球第一在三维准确度物理遵循能力视觉质量方面领先谷歌英伟达等等,8.0
BV1G89MBVEJL_0023,由00后MIG天才洪乐彤创立的AI数学公司XMF开源Explorer提供优化后的开源代码库,7.961
BV1G89MBVEJL_0024,专门用于在理性数学与极致组合问题中挖掘离群构造例如在著名的聚光四圈问题上用几小时,7.999
BV1G89MBVEJL_0025,和数美元云算力附现此前需要数周数千台机器的结果大幅降低AI助力数学发现的门槛,8.0
BV1G89MBVEJL_0027,全联络重构搭建能让成千上万个数字员工安全稳定协同工作的工厂自动化系统OpenAI的JetGP,7.999
BV1G89MBVEJL_0028,广告试点项目上线不到两个月引发收入突破1亿美元目前覆盖600多家广告组大约85%的用户,8.0
BV1G89MBVEJL_0029,和广告诊实条件而日均仅不到百分之二十的户会看到广告也觉得它的承诺空间还有很大那欧盟恋爱计划未来几周将试点,8.0
BV1G89MBVEJL_0030,扩展到澳大利亚新西兰加拿大等国并将在4月推出广告自助投放平台,5.83
BV1G89MBVEJL_0031,OpenAI完成新额融资获取承诺资本1220亿美元投后估值8520亿美元OpenAI首次向个人投资,7.96
BV1G89MBVEJL_0032,从高净值个人投资者手中筹集超过30亿美元公司目前月营收达到20亿美元,8.0
BV1G89MBVEJL_0033,每月租活跃用户超过9亿付费订阅用户超过5000万OpenAI计划构建统一的AI超级应用将TryGPT,8.0
BV1G89MBVEJL_0034,COJAX聚能体能力等整合起来,2.465
BV1G89MBVEJL_0035,"彭博社报道SpaceX已提交首次公开募股申请,融资额可达750亿元,公司总估值或超过1.75万亿美元。",7.938
BV1G89MBVEJL_0036,募资所得将重点投向新建数据中心升级新电卫星互联网研发新一代可重复使用硬件火箭新建制三大工程,7.805
BV1G89MBVEJL_0037,这计划于6月正式挂牌并将30%发行股份分配给享务,4.169
BV1G89MBVEJL_0039,年度经常性收入约17亿元过去12个月提升60倍在API逆势涨价83%之后token调用量不降,8.0
BV1G89MBVEJL_0040,反增学年综合毛利率41%财报提出Token架构能力的概念定位是提升社会智能转,7.999
BV1G89MBVEJL_0041,和效率的基础设施智普上线编程大模型GLM5.1达到Cloud Open 4.6性能的94.6%,8.0
BV1G89MBVEJL_0042,上一代G1M5性能提升28%谋心专注代码生成与推理任务这是OpenAI金融接口上线不到一小时,8.0
BV1G89MBVEJL_0043,三档套餐全部售罄,2.312
BV1G89MBVEJL_0044,智普发布多模态编程机座模型GLM 5V Turbo从预训练阶段深度融合视觉与文本能力,7.916
BV1G89MBVEJL_0045,理解设计稿截图等视觉输入并生成完整可运行的代码阿里推出7座大模型Quant 306 Plus,8.0
BV1G89MBVEJL_0046,与智能体能力显著提升在权威测评中成为最接近Claw系列的国产模型,5.222
BV1G89MBVEJL_0047,阿里发布宽3.5mm全模态模型支持文本图片音视频输入在215相容上取得StataVR重启,7.838
BV1G89MBVEJL_0049,可以理解39种国内方言和74种语言合成7种国内方言和29种语言的音频可以助理10小时音频或者1小时音频,8.0
BV1G89MBVEJL_0051,阿里同意发布ONE 2.7 average图像生存模型支持交互式编辑最高9张参考图的多主体一致性,8.0
BV1G89MBVEJL_0052,最多12张的组图生成是用分镜脚本电商套图等专业场景埃里研究者通过实证研究发现在,7.993
BV1G89MBVEJL_0053,规模技能路由中技能的完整实现代码就是它的body才是选择准确率的关键信号而不是技能的名称和描述,7.998
BV1G89MBVEJL_0055,达到74%的最高路由准确率超越参数80亿的极限模型,5.202
BV1G89MBVEJL_0057,飞书的LARC CLI设计了三层命令架构满足不同场景企业微信的WeCom CLI则开放,8.0
BV1G89MBVEJL_0058,通过将自身产品能力封装为标准化指定级可以降低AI Agent调用门槛企业办公正在从GUI,8.0
BV1G89MBVEJL_0059,交互向AI原生架构建議,2.513
BV1G89MBVEJL_0060,字节集梦AI发布CLI工具允许Agent通过命令行直接调用其图片和视频生存能力包括开放尚未提供的,7.891
BV1G89MBVEJL_0062,艾斯科技Pixforge发布V6视频模型及实时世界模型R1几十秒生成1080P视频在仿真性物理,7.913
BV1G89MBVEJL_0063,规律等方面有所提升同时新增面向AI视频工作室的Team Plan协同功能这是团队共享积分池和权限管理,8.0
BV1G89MBVEJL_0064,Google发布视频生成模型Vio 3.1 Lite生成8秒的720P视频成本0.4美元为Fast版本,8.0
BV1G89MBVEJL_0066,的完整视频应用基于Gen4.5模型支持自动镜头语言编排角色对话口型同步完整音效匹配,8.0
BV1G89MBVEJL_0067,和電影化構圖輸出分辨率幾百二十幣單鏡頭最長十秒MateJourney前端工程師開源Pre-tax庫,8.0
BV1G89MBVEJL_0069,相较传统新渲染在测量的方式快数百倍在Chrome和Safari上分别将排版速度提升483倍,8.0
BV1G89MBVEJL_0070,为可变高度瀑布流自动收缩的聊天气泡动态的杂质排版等复杂的前端排版场景,8.0
BV1G89MBVEJL_0072,前智杰高管卢宣创办的蓝星算力专注基于开源REST5指令级的AI算力芯片以获联想中国移动,7.998
BV1G89MBVEJL_0073,通讯云等超过20万片订单其芯片架构在同等功耗下性能可以提升30%支持模块化按需定制,7.876
BV1G89MBVEJL_0074,旨在打破X86和ARM在高端服务器芯片市场的垄断,4.472
BV1G89MBVEJL_0075,北航动力研究者面向工业级软件工程场景推出Encoder321参数旨在实现覆盖芯片设计,7.978
BV1G89MBVEJL_0076,Kernel优化新入世系统编译器优化和3D建模的统一的代码智能相较通用代码模型Encoder,7.951
BV1G89MBVEJL_0077,通过工业数据预训练执行验证等在多项工业基准显著提升代码生成与调试能力更贴近真实的工程需求,7.983
BV1G89MBVEJL_0078,Unipad AI发布Echo预测智能基础设施旨在让AI学会预测未来通过动态评测引擎,8.0
BV1G89MBVEJL_0079,训练方式和专用模型Echo-Z 1.0把预测从拍脑袋变成有记录有数据可以反复,7.998
BV1G89MBVEJL_0081,领域稳定赢过专业人类预言家AI或以可量化信任的预测能力辅助决策,7.999
BV1ot42137CG_0000,大家好这里是AI大模型周报24年3月的第4期英伟达发布Blackwell平台意味着近8年来AI顺利增长了1000倍,7.993
BV1ot42137CG_0001,采用Blackwell架构的GB200系列橡胶去年3月推出的H100可以为大语言模型推理负载提供30倍的性能提升,7.999
BV1ot42137CG_0002,同时成本和能耗降到二十五分之一基于NVIDIA CUDA平台因为打启动生存式AI 云源声微服务NUM,8.0
BV1ot42137CG_0003,Nemo Microservices企业可在自己的平台创建部署定制化应用NEM专门面向20多个人际AI模型的优化推理,7.997
BV1ot42137CG_0005,这个通用基础模型支持多模态取令能够让人形机器人通过对人类演示的模仿学习通过机器人模拟平台,8.0
BV1ot42137CG_0006,NVIDIA ASIC Lab 的增强学习甚至根据视频数据来掌握技能执行任务,5.812
BV1ot42137CG_0007,马斯克XAI宣布开源3140亿参数的混合专家模型World1以及模型的权重和网络架构,7.99
BV1ot42137CG_0008,最大的开源大模型经过4个月的研发ROG ONE在若干基准测试中超过GPT-3.5和Inflation-1的模型,8.0
BV1ot42137CG_0009,背后的引擎处理自然语言任务,3.194
BV1ot42137CG_0010,腾讯发布自研游戏AI引擎G-NEX将为游戏全生命周期提供丰富的AI解决方案G-NEX借助,8.0
BV1ot42137CG_0011,生成式AI技术面向AI NPC场景制作内容生成等场景提供包括2D图像3D程式剧情观察,7.999
BV1ot42137CG_0012,音乐、对话等多样的AIGC能力帮助开发者提升高质量内容的生存效率同时将决策AI技术用于游戏演讲,8.0
BV1ot42137CG_0013,发测试模拟玩法等场景加速游戏创新迭代,3.691
BV1ot42137CG_0014,苹果研究者推出多模态大模型系列MM1 增速最高300亿由密集模型和混合专家变体组成在上下文预测,7.985
BV1ot42137CG_0015,图像和思维链推理等方面表现亮眼,2.579
BV1ot42137CG_0016,自动驾驶AI公司Wabi推出技术模型Copilot4D能够在3D空间以及时间这个第四维度进行明晰的推进,7.957
BV1ot42137CG_0018,像大语言模型预测句子中的下一个单词那样预测机器下一步如何观察世界以及巨声AI代理如何影响世界,8.0
BV1ot42137CG_0019,Copilot 4D能够在虚拟或现实的动态世界中学习各类交互能力应用场景包括自动驾驶汽车机器人,8.0
BV1ot42137CG_0021,3月18日月之暗面宣布其对话式AI助手产品Kimi现在已经支持200万字的无损商下文输入在去年10月,7.971
BV1ot42137CG_0022,发布的时候Kimi可以支持的上下文数长度是20万字就是去年10月发布时候的10倍目前Kimi智能助手已经上线了网页版,7.999
BV1ot42137CG_0024,同比上月增长约105%,2.478
BV1ot42137CG_0025,新华大学等的研究者面向开放世界的机器人控制推出copa框架用视觉语言模型也就是VLMS嵌入城市知识,8.0
BV1ot42137CG_0027,比如抓取花束copa会抓取根茎而不是花朵的部分或者锤钉子copa会调整锤子的角度而不是花朵,8.0
BV1ot42137CG_0028,单纯的将锤子的位置安排在钉子的上方此外他还可以无缝融合现有的机器人规划算法来完成复杂的长期的任务,7.833
BV1ot42137CG_0029,特伦比亚大学和西北大学的研究者面向无人机的感知和反应能力推出Rasp平台这是一个模块化和重组的传感,8.0
BV1ot42137CG_0030,驱动平台能够让无人机在25秒之内自动切换传感器和制动器进而快速适应各类任务同时,8.0
BV1ot42137CG_0031,团队基于大语言模型和视觉语言模型的最新进展利用Rasp推出个人助手系统覆盖家庭办公室实验室等,8.0
BV1ot42137CG_0032,包括定位导航比如询问哪里坐着最暖和我的手机在哪里可以监测事物的状态和发展,8.0
BV1ot42137CG_0033,发展比如问他水龙头关了吗请监测化学实验防止溶液溢出他还可以运送物品比如把零食,8.0
BV1ot42137CG_0036,能够像真实的果蝇一样行走飞行包括用眼睛控制和引导飞行研究者认为,8.0
BV1ot42137CG_0037,生物的身体决定着神经系统产出行为的方式对成年雌果蝇创建了细致入微的3D模型然后模拟它与环境的互动,8.0
BV1ot42137CG_0038,通过模仿学习训练神经网络控制器生成真实的运动,4.5
BV1ot42137CG_0039,"绅士科技和北京科学智能研究院的研究者面向科学文献分析任务,推出UniSmart",7.958
BV1ot42137CG_0041,化学反应图等等还可以扩展到专利侵权检测等使用场景,5.19
BV1ot42137CG_0042,曼徹斯特大学的研究者针对网络虚假信息和阴谋论的问题推出开源大模型ConspEmoLLM,8.0
BV1ot42137CG_0043,虚假信息与人类情绪情感的关系融合影响情感的信息能够执行与阴谋论相关的多种任务,8.0
BV1ot42137CG_0044,或检测阴谋论的内容进行分类以及检测相关讨论比如支持阴谋论的言论,6.098
BV1ot42137CG_0045,华东师范大学研究者针对抑郁诊断型对话提出将精神状态追踪,7.999
BV1ot42137CG_0046,捕捉患者在对话中不断变化的情绪和征兆对抑郁诊断性对话进行有效的引导,7.029
BV1ot42137CG_0047,皮字堡大学的研究者聚焦家庭看护领域主要面向old timer患者的看护者开发看护语言模型com,7.987
BV1ot42137CG_0048,利用70亿参数的Lama2和Falcon作为基础模型采用检索增强生成框架基于网络上各类相关文章,8.0
BV1ot42137CG_0049,整理专门的知识库为家庭看护者提供支持,3.737
BV1ot42137CG_0051,和ChatGPT的自然语言生成能力旨在更好的基于手语视频生成连贯流畅的语言语句,7.893
BV1ot42137CG_0052,南京大学和腾讯的研究者推出图像编辑框架Stable Drag采用判别式点跟踪方法精确定位更新的操纵机,7.988
BV1ot42137CG_0053,保证编辑图像的稳定性在运动监督方面利用基于自信的潜在增强策略来保证优化的潜在变量能够在,8.0
BV1ot42137CG_0055,编辑质量较高,1.342
BV1ot42137CG_0057,Colossal AI 团队开源Lay-Sora架构的视频生成模型OpenSora 1.0涵盖整个训练流程包括模型架构,7.95
BV1ot42137CG_0058,设计、数据预处理、训练复现方案等等虽然仍有诸多不足但显著降低了Sora复现的技术门槛提升视频时长,8.0
BV1ot42137CG_0059,分辨率 内容等多个维度的质量,2.365
BV1ot42137CG_0060,斯坦福大学研究所面向长视频理解推出video agent代理系统利用大圆模型以迭代优化的方式识别和,7.93
BV1ot42137CG_0061,组织关键信息来回答问题同时将视觉语言基础模型作为工具来翻译和检索视觉信息,6.728
BV1ot42137CG_0063,到71.3%的零样本精准度说明基于代理的方法有望赋能长视频理解,6.747
BV1ot42137CG_0064,伦敦大学玛丽皇后学院的研究者面向音频生成与编辑推出wavecraft利用大模型的上下文学习能力将用户的,7.998
BV1ot42137CG_0065,分解成若干子任务由专家模型逐一协作处理实现根据细节和逻辑的音频创作,8.0
BV1ot42137CG_0066,就是对话交互,1.6
BV1ot42137CG_0067,可以基于输入的音频按照复杂的指令辅助编辑和创作,4.871
BV1ot42137CG_0068,電器和自動化技術廠商ABB宣布將人工智能進入全線業務一百多個AI項目正在推進中今年初,7.948
BV1ot42137CG_0070,工智能工业物联网和机器视觉领域的引发能力,3.393
BV1ot42137CG_0071,聚焦医疗健康大模型的Hippocratic AI完成5300万美元A轮融资估值5亿美元同时公司的,7.97
BV1ot42137CG_0072,一款产品进入第三阶段安全测试用户可以雇佣生成是AI代理来完成低风险非诊断型的医疗任务,7.591
BV1ot42137CG_0074,公司聚焦将图像笔记音频视频等非结构化数据转化成大圆模型可以轻松读取的格式,7.86
BV1ot42137CG_0076,和自动化产业的发展公司致力于将AI赋能的驾驶技术应用到汽车建筑国防和农业领域,8.0
BV1ot42137CG_0080,计划利用新融资增加新的功能和服务IBM发布2023年全球AI采用指数指数全球员工,8.0
BV1ot42137CG_0081,超过1000人的企业中约42%的公司表示正在积极部署AI其中59%增加了对AI的投资和投入,8.0
BV1ot42137CG_0082,另外大约百分之四十的公司受限于AI技能和专业能力仍然处于AI应用的探索试验阶段,8.0
BV1ot42137CG_0083,利用活跃度方面相较西班牙澳大利亚法国等市场印度中国新加坡和阿联酋等国家和地区的,8.0
BV1Pk4y1D7NU_0000,大家好今天来向大家介绍一些增强现实的有趣的案例Augmented Reality以及1月19号开始,7.996
BV1Pk4y1D7NU_0002,也许你已经使用过A2滤镜A2导航可能也尝试过A2虚拟试装包括服装和美妆,7.975
BV1Pk4y1D7NU_0003,AR寻宝游戏体育活动观光展览甚至穿越之旅当然还有AR教学培训,7.095
BV1Pk4y1D7NU_0004,A2軍事演習,1.499
BV1Pk4y1D7NU_0006,AR汽车驾驶,1.288
BV1Pk4y1D7NU_0007,远程协作,0.988
BV1Pk4y1D7NU_0008,还有赛事观看等等,1.8
BV1Pk4y1D7NU_0009,接下来我们来看过去一年大约40个AR应用案例,3.9
BV1Pk4y1D7NU_0010,东京天空树推出XR灭绝动物园游客可以和恐龙长毛象等已经灭绝的动物进行互动用户通过,7.995
BV1Pk4y1D7NU_0011,智能手机或者A2头戴设备可以体验三个项目其中触摸恐龙和三角龙的这个项目用户手握半球,8.0
BV1Pk4y1D7NU_0012,可以感受三角龙粗糙的皮肤和滑滑的脚,3.9
BV1Pk4y1D7NU_0013,春月时空拯救长毛象的项目最多10名用户参加化身远古人类用石头棍棒打碎困住长毛象的冰山,7.968
BV1Pk4y1D7NU_0014,让他解救出来,1.097
BV1Pk4y1D7NU_0015,AR内容制作公司UDot在大阪市推出南波光之旅AR体验活动用户佩戴AR眼镜体验,8.0
BV1Pk4y1D7NU_0016,专业街空间的虚拟照明艺术A2眼镜配备能够识别用户手部位置以及手势的摄像头,8.0
BV1Pk4y1D7NU_0017,可以通过手势干涉虚拟形象和小鱼海豚一起玩耍体验时间20分钟费用800日元约合39元,8.0
BV1Pk4y1D7NU_0018,希腊文化部支持推出的AR应用Kronos让人们可以通过智能手机一块历史遗址在2500年前,8.0
BV1Pk4y1D7NU_0019,鼓励更多人学习遗址背后的历史故事同时帮助雅典在旅行淡季吸引更多游客,7.258
BV1Pk4y1D7NU_0021,与阿凡达风格的空间有引人入胜的故事生动形象的角色塑造还有沉浸环绕的声音效果,8.0
BV1Pk4y1D7NU_0022,跟随一只蝴蝶的指引可以和环境互动给虚拟动物喂食收集水晶找到回家的路所有故事时长30到60分钟,8.0
BV1Pk4y1D7NU_0023,票价25到50美元,2.794
BV1Pk4y1D7NU_0025,在手机摄像头的视野中用户可以体验国际空间站从上空越过的临场感并获取相关新闻和资讯,7.928
BV1Pk4y1D7NU_0027,解锁其他人分享的人生故事之后将覆盖更多国际城市,5.8
BV1Pk4y1D7NU_0029,即可通过手机看到反向大爆炸石头和尘土从地面飞起陷入空中发光的涡流,7.995
BV1Pk4y1D7NU_0030,逐渐变成好像地球的行星,2.077
BV1Pk4y1D7NU_0031,英国Sheffield推出屋顶上的AR体验Lookup手机下载应用并扫描二维码对着特定建筑物的屋顶,7.955
BV1Pk4y1D7NU_0032,就可以看到巨大的虚拟生物或者艺术作品,3.055
BV1Pk4y1D7NU_0034,在反抗和抵制肉质品产业揭露有害的工业食品系统与气候变化自然破坏的关系用户通过,8.0
BV1Pk4y1D7NU_0035,或者Google Play下载手机应用可以在一些建筑上方看到一头巨大的母猪睡觉扭动或者尖声长叫,7.996
BV1Pk4y1D7NU_0036,游戏方面谷歌和Chaito联合打造AR游戏太空侵略者世界防御玩家可以通过手机屏幕看到虚拟的外星光,7.939
BV1Pk4y1D7NU_0037,出现在环境中通过点击进行设计并且可以拍摄自己穿着太空侵略者主题服装的AR自拍照,7.756
BV1Pk4y1D7NU_0038,Niantic继Pokemon Go之后与Capcom合作打造真实世界的狩猎动作类RPG游戏A2版,8.0
BV1Pk4y1D7NU_0039,用户拿着手机到处走动找到A2怪物并且战斗或者先对遇到的怪物做好标记,8.0
BV1Pk4y1D7NU_0040,回家再争斗,0.991
BV1Pk4y1D7NU_0041,喜欢战斗主题可以考虑让虚拟宠物陪伴你,4.1
BV1Pk4y1D7NU_0042,AR游戏开发商Niantic推出AR宠物游戏Paradot并进行升级融合生存式AI技术自动生存,7.994
BV1Pk4y1D7NU_0043,多样的动画效果让虚拟宠物的交互行为更加真实丰富,4.7
BV1Pk4y1D7NU_0044,OnlyBots是基于AR体验的AI陪伴宠物可以看作数字产品从游戏中来的虚拟形象会融合自身的,8.0
BV1Pk4y1D7NU_0045,背景故事和角色性格,1.776
BV1Pk4y1D7NU_0046,2023年6月成立的初创公司Winded Minds正在面向MR也就是混合现实时代开发AI赋能的虚拟宠物,8.0
BV1Pk4y1D7NU_0049,Sasuke Tokyo公司利用XR技术提供复活宠物的服务通过获取宠物的3D数据用户可以使用智能手机,7.981
BV1Pk4y1D7NU_0050,或者A2眼镜见到自己心爱的宠物有生成是AI技术生成宠物的动作叫声等等,7.3
BV1Pk4y1D7NU_0051,虚拟宠物可以在元宇宙空间散步和其他数字宠物一起玩耍,4.619
BV1Pk4y1D7NU_0052,虚拟形象领域索尼开发的移动端动作追踪器Mokepi追加两大新功能一是AR背景模式,7.964
BV1Pk4y1D7NU_0053,将手机摄像头的影像作为背景用户可以直接调节虚拟形象在视频或者照片中的位置而无需等到,7.999
BV1Pk4y1D7NU_0054,录制完成后再使用PC的视频编辑软件来合成和调整二是支持Vroid Hub可以直接调用,8.0
BV1Pk4y1D7NU_0055,用平台的3D模型另外建模小白还可以使用Vroid Studio轻松创建自己的虚拟形象,6.779
BV1Pk4y1D7NU_0056,WebAR发行平台GenieAR宣布融合开发者平台InWorldAI帮助用户在AR空间中创建,7.987
BV1Pk4y1D7NU_0057,AI虚拟形象并与之交流InWorld使用20多个机器学习模型模拟人类的面部表情手势动作,7.998
BV1Pk4y1D7NU_0058,创作者使用自然语言和简单的控制操作即可创建虚拟形象,5.989
BV1Pk4y1D7NU_0059,虚拟旅行方面2022年2月开始运行的Wild Ride沉浸式巴士体验回归在2013年12月到2014年,7.998
BV1Pk4y1D7NU_0060,承载到访日本的外国游客用80分钟的现实和虚拟的沉浸式体验介绍东京的文化和历史,8.0
BV1Pk4y1D7NU_0061,台湾工业技术研究院开发A2互动式车辆显示屏将乘客目光头像的物体相关情报直接显示在,7.989
BV1Pk4y1D7NU_0062,不用低头看手机可以更好的了解窗外建筑的历史背景,4.894
BV1Pk4y1D7NU_0063,在2023年万圣节前后涌现出一系列鬼怪主题的AR应用比如日本辅导县会金若松市利用,8.0
BV1Pk4y1D7NU_0064,A2举办李慧金试探大会太阳落山黑夜降临城市小巷耳边悠悠传来妖艳的声音,7.793
BV1Pk4y1D7NU_0065,和我一起玩吧,1.575
BV1Pk4y1D7NU_0066,也推出AR恐怖游戏Skylight提供幽灵游戏体验将房子变成鬼屋,7.96
BV1Pk4y1D7NU_0067,真实的电灯门铃联动交互来营造恐怖的气氛最多四人同时参加游戏收集线索解开谜团,7.852
BV1Pk4y1D7NU_0068,Horizon推出AR移动端游戏Asset 15以互动型自由视角影像覆盖房间的AR游戏空间以及3D,8.0
BV1Pk4y1D7NU_0069,讲述科幻惊悚的故事,3.094
BV1Pk4y1D7NU_0070,NTT KONOQ公司推出赛文奥特曼55周年电影联动AR体验用户化身警备队的一员和组织,7.973
BV1Pk4y1D7NU_0071,一起调查各种各样的事件体验售价2000日元没有人数限制,4.8
BV1Pk4y1D7NU_0072,IP方面还有日本旅行机构JTB在汤河原温泉和伊香堡温泉推出鬼灭之刃,8.0
BV1Pk4y1D7NU_0073,下载应用Locator根据地图走到有音声的地方就会听到鬼灭人物角色的声音戴上耳机,8.0
BV1Pk4y1D7NU_0075,竞技的巨人 新激努究竟的AR版人物手办用户可以通过MetaQuest 3或者智能手机来,8.0
BV1Pk4y1D7NU_0076,可以在应用中调整手办的姿势和表情点收价3850日元,5.995
